P1|P2|P3|样本数|平均月薪|链接|1年以内|1-3年|3-5年|5-10年|10年以上|24岁以下|25岁-29岁|30岁-34岁|35岁-39岁|40岁-44岁|45岁以上
技术|硬件开发|驱动开发工程师|150|￥13643|https://www.zhipin.com/salaryxc/c101120100_p100806.html|1年以内工作经验占比5%，平均月薪¥9,000；|1-3年工作经验占比17%，平均月薪¥16,200；|3-5年工作经验占比44%，平均月薪¥16,400；|5-10年工作经验占比32%，平均月薪¥18,309；|10年以上工作经验占比2%，平均月薪¥27,426；|24岁以下占比63%；|25岁-29岁占比31%；|30岁-34岁占比4%；|35岁-39岁占比1%；|40岁-44岁占比1%；|
技术|硬件开发|系统集成|1,517|￥8113|https://www.zhipin.com/salaryxc/c101120100_p100807.html||1-3年工作经验占比45%，平均月薪¥5,700；|3-5年工作经验占比47%，平均月薪¥7,200；|5-10年工作经验占比8%，平均月薪¥7,600；||24岁以下占比38%；|25岁-29岁占比31%；|30岁-34岁占比17%；|35岁-39岁占比9%；|40岁-44岁占比3%；|45岁以上占比2%；
技术|硬件开发|FPGA开发|834|￥13983|https://www.zhipin.com/salaryxc/c101120100_p100808.html||1-3年工作经验占比42%，平均月薪¥11,200；|3-5年工作经验占比53%，平均月薪¥13,200；|5-10年工作经验占比4%，平均月薪¥15,000；|10年以上工作经验占比1%，平均月薪¥22,469；|24岁以下占比47%；|25岁-29岁占比38%；|30岁-34岁占比10%；|35岁-39岁占比3%；|40岁-44岁占比2%；|
技术|硬件开发|DSP开发|47|￥14723|https://www.zhipin.com/salaryxc/c101120100_p100809.html||1-3年工作经验占比15%，平均月薪¥7,240；|3-5年工作经验占比39%，平均月薪¥11,500；|5-10年工作经验占比44%，平均月薪¥13,500；|10年以上工作经验占比2%，平均月薪¥17,226；|24岁以下占比53%；|25岁-29岁占比32%；|30岁-34岁占比11%；|35岁-39岁占比4%；||
技术|硬件开发|ARM开发|268|￥13399|https://www.zhipin.com/salaryxc/c101120100_p100810.html||1-3年工作经验占比38%，平均月薪¥9,400；|3-5年工作经验占比47%，平均月薪¥9,700；|5-10年工作经验占比14%，平均月薪¥15,900；|10年以上工作经验占比1%，平均月薪¥23,817；|24岁以下占比47%；|25岁-29岁占比31%；|30岁-34岁占比13%；|35岁-39岁占比6%；|40岁-44岁占比2%；|45岁以上占比1%；
技术|硬件开发|PCB工程师|289|￥7903|https://www.zhipin.com/salaryxc/c101120100_p100811.html||1-3年工作经验占比43%，平均月薪¥6,700；|3-5年工作经验占比55%，平均月薪¥8,400；||10年以上工作经验占比2%，平均月薪¥14,904；|24岁以下占比60%；|25岁-29岁占比31%；|30岁-34岁占比5%；|35岁-39岁占比3%；|40岁-44岁占比1%；|
技术|硬件开发|射频工程师|15|￥11463|https://www.zhipin.com/salaryxc/c101120100_p100816.html||1-3年工作经验占比76%，平均月薪¥5,648；|3-5年工作经验占比10%，平均月薪¥9,200；|5-10年工作经验占比13%，平均月薪¥10,398；|10年以上工作经验占比1%，平均月薪¥15,575；|24岁以下占比47%；|25岁-29岁占比53%；||||
技术|硬件开发|光学工程师|1,384|￥9586|https://www.zhipin.com/salaryxc/c101120100_p100818.html||1-3年工作经验占比53%，平均月薪¥10,049；|3-5年工作经验占比44%，平均月薪¥10,500；|5-10年工作经验占比2%，平均月薪¥18,500；|10年以上工作经验占比1%，平均月薪¥27,711；|24岁以下占比58%；|25岁-29岁占比36%；|30岁-34岁占比4%；|35岁-39岁占比1%；||45岁以上占比1%；
技术|通信|通信技术工程师|2,308|￥5416|https://www.zhipin.com/salaryxc/c101120100_p101001.html||1-3年工作经验占比50%，平均月薪¥5,200；|3-5年工作经验占比46%，平均月薪¥8,000；|5-10年工作经验占比3%，平均月薪¥8,000；|10年以上工作经验占比1%，平均月薪¥8,600；|24岁以下占比60%；|25岁-29岁占比20%；|30岁-34岁占比10%；|35岁-39岁占比6%；|40岁-44岁占比3%；|45岁以上占比1%；
技术|通信|通信研发工程师|168|￥15540|https://www.zhipin.com/salaryxc/c101120100_p101002.html||1-3年工作经验占比2%，平均月薪¥10,800；|3-5年工作经验占比92%，平均月薪¥12,039；|5-10年工作经验占比6%，平均月薪¥27,000；||24岁以下占比17%；|25岁-29岁占比33%；|30岁-34岁占比23%；|35岁-39岁占比16%；|40岁-44岁占比8%；|45岁以上占比3%；
技术|通信|数据通信工程师|675|￥7726|https://www.zhipin.com/salaryxc/c101120100_p101003.html||1-3年工作经验占比23%，平均月薪¥7,700；|3-5年工作经验占比52%，平均月薪¥8,419；|5-10年工作经验占比24%，平均月薪¥15,500；|10年以上工作经验占比1%，平均月薪¥23,218；|24岁以下占比49%；|25岁-29岁占比23%；|30岁-34岁占比14%；|35岁-39岁占比8%；|40岁-44岁占比5%；|45岁以上占比1%；
技术|通信|宽带装维|23|￥5293|https://www.zhipin.com/salaryxc/c101120100_p101005.html||1-3年工作经验占比66%，平均月薪¥4,700；|3-5年工作经验占比23%，平均月薪¥6,604；|5-10年工作经验占比11%，平均月薪¥7,464；||24岁以下占比39%；|25岁-29岁占比48%；|30岁-34岁占比9%；|35岁-39岁占比4%；||
技术|通信|有线传输工程师|44|￥5916|https://www.zhipin.com/salaryxc/c101120100_p101007.html||1-3年工作经验占比66%，平均月薪¥4,000；|3-5年工作经验占比20%，平均月薪¥4,520；|5-10年工作经验占比13%，平均月薪¥5,000；|10年以上工作经验占比1%，平均月薪¥6,772；|24岁以下占比45%；|25岁-29岁占比25%；|30岁-34岁占比14%；|35岁-39岁占比16%；||
技术|通信|无线/天线工程师|4|￥11113|https://www.zhipin.com/salaryxc/c101120100_p101008.html||1-3年工作经验占比55%，平均月薪¥9,700；|3-5年工作经验占比32%，平均月薪¥11,100；|5-10年工作经验占比12%，平均月薪¥12,545；|10年以上工作经验占比1%，平均月薪¥18,792；||25岁-29岁占比75%；|30岁-34岁占比25%；|||
技术|通信|通信电源工程师|86|￥11573|https://www.zhipin.com/salaryxc/c101120100_p101009.html||1-3年工作经验占比50%，平均月薪¥9,400；|3-5年工作经验占比43%，平均月薪¥10,212；|5-10年工作经验占比5%，平均月薪¥18,800；|10年以上工作经验占比2%，平均月薪¥28,161；|24岁以下占比35%；|25岁-29岁占比20%；|30岁-34岁占比24%；|35岁-39岁占比14%；|40岁-44岁占比2%；|45岁以上占比5%；
技术|通信|通信标准化工程师|35|￥12219|https://www.zhipin.com/salaryxc/c101120100_p101010.html|1年以内工作经验占比1%，平均月薪¥7,400；|1-3年工作经验占比88%，平均月薪¥9,696；|3-5年工作经验占比5%，平均月薪¥17,000；|5-10年工作经验占比5%，平均月薪¥17,850；|10年以上工作经验占比1%，平均月薪¥26,738；|24岁以下占比31%；|25岁-29岁占比26%；|30岁-34岁占比17%；|35岁-39岁占比11%；|40岁-44岁占比14%；|45岁以上占比1%；
技术|通信|通信项目专员|306|￥4863|https://www.zhipin.com/salaryxc/c101120100_p101011.html||1-3年工作经验占比65%，平均月薪¥4,600；|3-5年工作经验占比20%，平均月薪¥5,600；|5-10年工作经验占比14%，平均月薪¥6,329；|10年以上工作经验占比1%，平均月薪¥9,480；|24岁以下占比66%；|25岁-29岁占比17%；|30岁-34岁占比7%；|35岁-39岁占比6%；|40岁-44岁占比3%；|45岁以上占比1%；
技术|通信|通信项目经理|807|￥8636|https://www.zhipin.com/salaryxc/c101120100_p101012.html||1-3年工作经验占比2%，平均月薪¥7,400；|3-5年工作经验占比97%，平均月薪¥8,300；||10年以上工作经验占比1%，平均月薪¥15,204；|24岁以下占比17%；|25岁-29岁占比25%；|30岁-34岁占比32%；|35岁-39岁占比19%；|40岁-44岁占比6%；|45岁以上占比1%；
技术|通信|核心网工程师|26|￥11419|https://www.zhipin.com/salaryxc/c101120100_p101013.html||1-3年工作经验占比13%，平均月薪¥7,000；|3-5年工作经验占比77%，平均月薪¥7,911；|5-10年工作经验占比9%，平均月薪¥11,300；|10年以上工作经验占比1%，平均月薪¥11,851；|24岁以下占比69%；|25岁-29岁占比15%；|30岁-34岁占比4%；|35岁-39岁占比12%；||
技术|通信|光网络工程师|97|￥8453|https://www.zhipin.com/salaryxc/c101120100_p101018.html||1-3年工作经验占比47%，平均月薪¥5,150；|3-5年工作经验占比40%，平均月薪¥5,820；|5-10年工作经验占比12%，平均月薪¥7,100；|10年以上工作经验占比1%，平均月薪¥8,719；|24岁以下占比57%；|25岁-29岁占比26%；|30岁-34岁占比9%；|35岁-39岁占比8%；||
技术|销售技术支持|售前技术支持|44,545|￥9906|https://www.zhipin.com/salaryxc/c101120100_p101201.html|1年以内工作经验占比1%，平均月薪¥5,300；|1-3年工作经验占比35%，平均月薪¥7,400；|3-5年工作经验占比49%，平均月薪¥10,000；|5-10年工作经验占比14%，平均月薪¥12,900；|10年以上工作经验占比1%，平均月薪¥19,700；|24岁以下占比36%；|25岁-29岁占比33%；|30岁-34岁占比19%；|35岁-39岁占比8%；|40岁-44岁占比3%；|45岁以上占比1%；
技术|销售技术支持|售后技术支持|57,038|￥5790|https://www.zhipin.com/salaryxc/c101120100_p101202.html|1年以内工作经验占比8%，平均月薪¥5,300；|1-3年工作经验占比78%，平均月薪¥6,200；|3-5年工作经验占比13%，平均月薪¥6,700；|5-10年工作经验占比1%，平均月薪¥12,300；||24岁以下占比58%；|25岁-29岁占比24%；|30岁-34岁占比10%；|35岁-39岁占比6%；|40岁-44岁占比1%；|45岁以上占比1%；
技术|人工智能|数据挖掘|1,556|￥9453|https://www.zhipin.com/salaryxc/c101120100_p100104.html||1-3年工作经验占比56%，平均月薪¥6,900；|3-5年工作经验占比40%，平均月薪¥12,000；|5-10年工作经验占比3%，平均月薪¥12,200；|10年以上工作经验占比1%，平均月薪¥18,274；|24岁以下占比50%；|25岁-29岁占比38%；|30岁-34岁占比8%；|35岁-39岁占比3%；|40岁-44岁占比1%；|
技术|人工智能|搜索算法|12|￥22176|https://www.zhipin.com/salaryxc/c101120100_p100115.html||1-3年工作经验占比9%，平均月薪¥7,543；|3-5年工作经验占比82%，平均月薪¥10,600；|5-10年工作经验占比8%，平均月薪¥11,980；|10年以上工作经验占比1%，平均月薪¥17,946；|24岁以下占比33%；|25岁-29岁占比50%；|30岁-34岁占比17%；|||
技术|人工智能|自然语言处理算法|1,949|￥14826|https://www.zhipin.com/salaryxc/c101120100_p100117.html||1-3年工作经验占比26%，平均月薪¥10,864；|3-5年工作经验占比70%，平均月薪¥12,900；|5-10年工作经验占比3%，平均月薪¥20,000；|10年以上工作经验占比1%，平均月薪¥29,958；|24岁以下占比34%；|25岁-29岁占比48%；|30岁-34岁占比13%；|35岁-39岁占比3%；|40岁-44岁占比2%；|
技术|人工智能|推荐算法|46|￥21493|https://www.zhipin.com/salaryxc/c101120100_p100118.html||1-3年工作经验占比15%，平均月薪¥17,654；|3-5年工作经验占比80%，平均月薪¥20,000；|5-10年工作经验占比4%，平均月薪¥32,500；|10年以上工作经验占比1%，平均月薪¥48,683；|24岁以下占比17%；|25岁-29岁占比52%；|30岁-34岁占比24%；|35岁-39岁占比7%；||
技术|人工智能|算法工程师|10,342|￥13910|https://www.zhipin.com/salaryxc/c101120100_p100120.html||1-3年工作经验占比32%，平均月薪¥12,300；|3-5年工作经验占比61%，平均月薪¥13,500；|5-10年工作经验占比7%，平均月薪¥18,050；||24岁以下占比34%；|25岁-29岁占比48%；|30岁-34岁占比13%；|35岁-39岁占比3%；|40岁-44岁占比1%；|45岁以上占比1%；
技术|人工智能|机器学习|1,405|￥10783|https://www.zhipin.com/salaryxc/c101120100_p101301.html||1-3年工作经验占比38%，平均月薪¥9,750；|3-5年工作经验占比57%，平均月薪¥11,650；|5-10年工作经验占比4%，平均月薪¥18,650；|10年以上工作经验占比1%，平均月薪¥27,936；|24岁以下占比44%；|25岁-29岁占比39%；|30岁-34岁占比10%；|35岁-39岁占比4%；|40岁-44岁占比2%；|45岁以上占比1%；
技术|人工智能|深度学习|780|￥13083|https://www.zhipin.com/salaryxc/c101120100_p101302.html||1-3年工作经验占比29%，平均月薪¥12,250；|3-5年工作经验占比64%，平均月薪¥16,100；|5-10年工作经验占比6%，平均月薪¥18,600；|10年以上工作经验占比1%，平均月薪¥27,861；|24岁以下占比33%；|25岁-29岁占比52%；|30岁-34岁占比11%；|35岁-39岁占比2%；|40岁-44岁占比1%；|45岁以上占比1%；
技术|人工智能|语音算法|70|￥15016|https://www.zhipin.com/salaryxc/c101120100_p101305.html||1-3年工作经验占比81%，平均月薪¥11,450；|3-5年工作经验占比4%，平均月薪¥12,941；|5-10年工作经验占比14%，平均月薪¥18,500；|10年以上工作经验占比1%，平均月薪¥19,385；|24岁以下占比27%；|25岁-29岁占比53%；|30岁-34岁占比19%；|35岁-39岁占比1%；||
技术|人工智能|图像算法|3,011|￥14846|https://www.zhipin.com/salaryxc/c101120100_p101306.html||1-3年工作经验占比29%，平均月薪¥14,700；|3-5年工作经验占比64%，平均月薪¥15,000；|5-10年工作经验占比7%，平均月薪¥15,900；||24岁以下占比36%；|25岁-29岁占比45%；|30岁-34岁占比13%；|35岁-39岁占比4%；|40岁-44岁占比1%；|45岁以上占比1%；
技术|人工智能|算法研究员|469|￥17876|https://www.zhipin.com/salaryxc/c101120100_p101307.html||1-3年工作经验占比12%，平均月薪¥17,600；|3-5年工作经验占比83%，平均月薪¥24,100；|5-10年工作经验占比5%，平均月薪¥27,000；||24岁以下占比15%；|25岁-29岁占比40%；|30岁-34岁占比30%；|35岁-39岁占比9%；|40岁-44岁占比4%；|45岁以上占比2%；
技术|人工智能|自动驾驶系统工程师|251|￥13106|https://www.zhipin.com/salaryxc/c101120100_p101308.html||1-3年工作经验占比52%，平均月薪¥12,000；|3-5年工作经验占比42%，平均月薪¥14,100；|5-10年工作经验占比5%，平均月薪¥16,500；|10年以上工作经验占比1%，平均月薪¥17,975；|24岁以下占比33%；|25岁-29岁占比52%；|30岁-34岁占比10%；|35岁-39岁占比4%；||45岁以上占比1%；
技术|人工智能|风控算法|138|￥16776|https://www.zhipin.com/salaryxc/c101120100_p101309.html||1-3年工作经验占比12%，平均月薪¥13,308；|3-5年工作经验占比84%，平均月薪¥18,500；|5-10年工作经验占比3%，平均月薪¥24,500；|10年以上工作经验占比1%，平均月薪¥36,699；|24岁以下占比30%；|25岁-29岁占比50%；|30岁-34岁占比16%；|35岁-39岁占比4%；||
技术|人工智能|大模型算法|373|￥14643|https://www.zhipin.com/salaryxc/c101120100_p101310.html||1-3年工作经验占比44%，平均月薪¥18,650；|3-5年工作经验占比50%，平均月薪¥23,412；|5-10年工作经验占比5%，平均月薪¥43,100；|10年以上工作经验占比1%，平均月薪¥64,561；|24岁以下占比39%；|25岁-29岁占比47%；|30岁-34岁占比9%；|35岁-39岁占比3%；|40岁-44岁占比2%；|
技术|人工智能|规控算法|186|￥18620|https://www.zhipin.com/salaryxc/c101120100_p101311.html||1-3年工作经验占比71%，平均月薪¥13,254；|3-5年工作经验占比24%，平均月薪¥21,500；|5-10年工作经验占比4%，平均月薪¥24,400；|10年以上工作经验占比1%，平均月薪¥36,549；|24岁以下占比29%；|25岁-29岁占比53%；|30岁-34岁占比13%；|35岁-39岁占比3%；|40岁-44岁占比2%；|
技术|人工智能|SLAM算法|57|￥18510|https://www.zhipin.com/salaryxc/c101120100_p101312.html||1-3年工作经验占比44%，平均月薪¥14,100；|3-5年工作经验占比53%，平均月薪¥15,900；|5-10年工作经验占比2%，平均月薪¥19,400；|10年以上工作经验占比1%，平均月薪¥29,060；|24岁以下占比26%；|25岁-29岁占比52%；|30岁-34岁占比18%；|35岁-39岁占比4%；||
技术|电子/半导体|电子工程师|9,471|￥6443|https://www.zhipin.com/salaryxc/c101120100_p101401.html|1年以内工作经验占比1%，平均月薪¥4,300；|1-3年工作经验占比61%，平均月薪¥6,700；|3-5年工作经验占比32%，平均月薪¥7,000；|5-10年工作经验占比6%，平均月薪¥9,400；||24岁以下占比69%；|25岁-29岁占比19%；|30岁-34岁占比6%；|35岁-39岁占比3%；|40岁-44岁占比2%；|45岁以上占比1%；
